date,acquisition_channel,spend_amount,impressions,clicks,country
2023-05-15,social_media,438.63,221433,5290,USA
2023-05-15,social_media,279.05,285936,12440,UK
2023-05-15,social_media,1360.14,2021217,72350,Canada
2023-05-16,paid_search,2873.97,2727256,88925,USA
2023-05-16,paid_search,2403.05,2758645,33967,UK
2023-05-16,paid_search,2421.64,1830316,90018,Canada
2023-05-16,paid_social,1508.8,1721352,46897,USA
2023-05-16,paid_social,2345.46,2415682,76657,UK
2023-05-16,paid_social,1322.07,803184,38687,Canada
2023-05-16,organic,90.56,103755,3704,USA
2023-05-16,organic,33.62,17093,271,UK
2023-05-16,organic,36.82,47925,1551,Canada
2023-05-16,email,253.66,222274,4189,USA
2023-05-16,email,151.84,221351,3609,UK
2023-05-16,email,214.44,220998,2335,Canada
2023-05-16,referral,154.63,168765,1956,USA
2023-05-16,referral,150.08,147759,5136,UK
2023-05-16,referral,110.38,132239,3839,Canada
2023-05-16,social_media,648.55,434134,9716,USA
2023-05-16,social_media,1047.36,987158,21403,UK
2023-05-16,social_media,1018.64,1211225,31405,Canada
2023-05-17,paid_search,2359.17,1754454,49389,USA
2023-05-17,paid_search,516.18,632269,10603,UK
2023-05-17,paid_search,1489.41,1854611,27588,Canada
2023-05-17,paid_social,560.98,390403,8098,USA
2023-05-17,paid_social,410.9,551874,6394,UK
2023-05-17,paid_social,991.39,917576,39857,Canada
2023-05-17,organic,36.28,53329,1792,USA
2023-05-17,organic,12.15,11963,534,UK
2023-05-17,organic,85.38,45766,745,Canada
2023-05-17,email,70.91,45518,1048,USA
2023-05-17,email,223.83,329231,3318,UK
2023-05-17,email,212.71,311588,5352,Canada
2023-05-17,referral,99.55,118095,2098,USA
2023-05-17,referral,160.4,117910,4849,UK
2023-05-17,referral,56.01,37370,1136,Canada
2023-05-17,social_media,1284.3,1026520,28019,USA
2023-05-17,social_media,1287.74,868754,21834,UK
2023-05-17,social_media,605.45,672015,8603,Canada
2023-05-18,paid_search,2951.86,4420952,102149,USA
2023-05-18,paid_search,1142.58,1036360,29754,UK
2023-05-18,paid_search,2292.42,1730012,49519,Canada
2023-05-18,paid_social,844.99,545881,22555,USA
2023-05-18,paid_social,1383.72,1565782,23680,UK
2023-05-18,paid_social,2013.81,2271600,81563,Canada
2023-05-18,organic,72.01,63710,1468,USA
2023-05-18,organic,29.39,19755,970,UK
2023-05-18,organic,78.95,72415,3067,Canada
2023-05-18,email,290.82,369447,13608,USA
2023-05-18,email,51.32,61575,1963,UK
2023-05-18,email,209.71,293635,10829,Canada
2023-05-18,referral,23.04,28769,895,USA
2023-05-18,referral,121.91,69892,1700,UK
2023-05-18,referral,155.16,216969,6062,Canada
2023-05-18,social_media,1221.24,778060,34911,USA
2023-05-18,social_media,239.56,258305,5319,UK
2023-05-18,social_media,1080.54,903221,29476,Canada
2023-05-19,paid_search,865.09,763570,13673,USA
2023-05-19,paid_search,912.4,738492,9723,UK
2023-05-19,paid_search,653.51,975364,20534,Canada
2023-05-19,paid_social,2451.21,1300949,32596,USA
2023-05-19,paid_social,940.28,659867,30490,UK
2023-05-19,paid_social,1966.56,2411513,104477,Canada
2023-05-19,organic,35.58,45915,996,USA
2023-05-19,organic,50.83,40927,1746,UK
2023-05-19,organic,94.26,79165,2982,Canada
2023-05-19,email,80.53,87902,2283,USA
2023-05-19,email,181.69,193658,8414,UK
2023-05-19,email,186.6,232143,7842,Canada
2023-05-19,referral,185.28,94195,3752,USA
2023-05-19,referral,39.07,45273,2021,UK
2023-05-19,referral,133.64,90302,2199,Canada
2023-05-19,social_media,1499.76,1856837,27256,USA
2023-05-19,social_media,734.63,1022320,44258,UK
2023-05-19,social_media,486.36,484157,15447,Canada
2023-05-20,paid_search,674.79,942038,34631,USA
2023-05-20,paid_search,2202.14,2799512,139332,UK
2023-05-20,paid_search,1326.99,1556978,28156,Canada
2023-05-20,paid_social,573.14,527689,16538,USA
2023-05-20,paid_social,1398.85,1139350,29487,UK
2023-05-20,paid_social,687.22,368439,9341,Canada
2023-05-20,organic,93.32,126473,3266,USA
2023-05-20,organic,29.13,17459,806,UK
2023-05-20,organic,63.72,56509,2470,Canada
2023-05-20,email,214.08,316183,6321,USA
2023-05-20,email,131.33,77349,3307,UK
2023-05-20,email,259.13,290256,13987,Canada
2023-05-20,referral,190.65,261143,2921,USA
2023-05-20,referral,179.48,177443,8306,UK
2023-05-20,referral,149.65,204693,6152,Canada
2023-05-20,social_media,1220.84,1695599,64825,USA
2023-05-20,social_media,693.67,953630,26824,UK
2023-05-20,social_media,696.33,645328,30623,Canada
2023-05-21,paid_search,1938.95,2808708,75370,USA
2023-05-21,paid_search,2040.7,1539994,32102,UK
2023-05-21,paid_search,768.24,583858,19122,Canada
2023-05-21,paid_social,1481.07,748452,9498,USA
2023-05-21,paid_social,726.3,1007659,14983,UK
2023-05-21,paid_social,1821.71,1990060,84122,Canada
2023-05-21,organic,95.36,87093,880,USA
2023-05-21,organic,46.54,47071,2288,UK
2023-05-21,organic,84.22,92397,1243,Canada
2023-05-21,email,177.59,160488,4406,USA
2023-05-21,email,100.23,127066,3613,UK
2023-05-21,email,84.41,99297,2687,Canada
2023-05-21,referral,98.37,55343,2460,USA
2023-05-21,referral,154.8,110604,1591,UK
2023-05-21,referral,38.86,23044,910,Canada
2023-05-21,social_media,568.23,291146,8424,USA
2023-05-21,social_media,591.98,736956,19983,UK
2023-05-21,social_media,1311.52,1296341,44842,Canada
2023-05-22,paid_search,1894.31,2726730,131799,USA
2023-05-22,paid_search,1198.74,848705,34428,UK
2023-05-22,paid_search,1448.11,2055962,77282,Canada
2023-05-22,paid_social,1429.81,838982,19781,USA
2023-05-22,paid_social,2083.46,2841671,38336,UK
2023-05-22,paid_social,2030.72,2275975,63320,Canada
2023-05-22,organic,76.44,100747,3553,USA
2023-05-22,organic,23.31,22241,499,UK
2023-05-22,organic,89.6,125620,5021,Canada
2023-05-22,email,63.74,90165,1028,USA
2023-05-22,email,95.79,132455,2374,UK
2023-05-22,email,63.24,56750,1206,Canada
2023-05-22,referral,53.36,53798,2079,USA
2023-05-22,referral,69.93,84233,2498,UK
2023-05-22,referral,19.79,11608,542,Canada
2023-05-22,social_media,688.25,831732,39592,USA
2023-05-22,social_media,1318.39,1928465,75032,UK
2023-05-22,social_media,717.02,731521,19770,Canada
2023-05-23,paid_search,2927.91,4222239,200863,USA
2023-05-23,paid_search,1327.4,791980,31834,UK
2023-05-23,paid_search,598.34,500995,21826,Canada
2023-05-23,paid_social,1184.48,1086856,40837,USA
2023-05-23,paid_social,1533.88,1869032,54415,UK
2023-05-23,paid_social,1066.41,1274097,41678,Canada
2023-05-23,organic,11.35,12837,335,USA
2023-05-23,organic,22.67,26413,805,UK
2023-05-23,organic,55.85,76299,1510,Canada
2023-05-23,email,62.63,89098,2002,USA
2023-05-23,email,76.0,68738,1378,UK
2023-05-23,email,104.43,67785,847,Canada
2023-05-23,referral,96.47,63906,830,USA
2023-05-23,referral,162.92,129411,2024,UK
2023-05-23,referral,99.0,75989,3091,Canada
2023-05-23,social_media,225.72,323495,12083,USA
2023-05-23,social_media,1144.54,886379,22673,UK
2023-05-23,social_media,993.43,886307,25930,Canada
2023-05-24,paid_search,1190.88,1111674,33681,USA
2023-05-24,paid_search,907.27,873238,32348,UK
2023-05-24,paid_search,2930.49,3386860,115837,Canada
2023-05-24,paid_social,1197.34,1361296,13691,USA
2023-05-24,paid_social,1320.96,902266,27276,UK
2023-05-24,paid_social,2392.9,2394602,96235,Canada
2023-05-24,organic,28.68,35499,479,USA
2023-05-24,organic,54.28,54888,2079,UK
2023-05-24,organic,17.84,18783,887,Canada
2023-05-24,email,167.61,216641,6770,USA
2023-05-24,email,223.41,112655,1772,UK
2023-05-24,email,277.75,187010,9189,Canada
2023-05-24,referral,61.18,79396,3115,USA
2023-05-24,referral,147.82,108265,2323,UK
2023-05-24,referral,161.59,151634,1531,Canada
2023-05-24,social_media,291.35,159938,3231,USA
2023-05-24,social_media,1017.65,1175632,23008,UK
2023-05-24,social_media,1215.86,1385657,55750,Canada
2023-05-25,paid_search,2032.03,2141588,39426,USA
2023-05-25,paid_search,2299.3,2178384,70343,UK
2023-05-25,paid_search,2299.8,1723641,19797,Canada
2023-05-25,paid_social,1733.46,1716971,67494,USA
2023-05-25,paid_social,639.41,904608,23660,UK
2023-05-25,paid_social,2352.08,2880590,35432,Canada
2023-05-25,organic,71.96,42325,519,USA
2023-05-25,organic,98.09,92512,3559,UK
2023-05-25,organic,53.28,57341,1180,Canada
2023-05-25,email,192.13,229047,4861,USA
2023-05-25,email,146.98,95746,4725,UK
2023-05-25,email,77.17,47153,1483,Canada
2023-05-25,referral,4.29,3707,107,USA
2023-05-25,referral,95.16,85333,3241,UK
2023-05-25,referral,141.38,142528,5484,Canada
2023-05-25,social_media,965.44,976021,26691,USA
2023-05-25,social_media,1236.63,1841248,69237,UK
2023-05-25,social_media,807.32,584086,22682,Canada
2023-05-26,paid_search,1719.44,2305553,80106,USA
2023-05-26,paid_search,1479.38,1415063,22612,UK
2023-05-26,paid_search,853.46,703039,13834,Canada
2023-05-26,paid_social,422.0,572260,16624,USA
2023-05-26,paid_social,2233.54,2374258,105073,UK
2023-05-26,paid_social,2283.95,2499410,25970,Canada
2023-05-26,organic,87.27,73484,753,USA
2023-05-26,organic,77.03,79321,3735,UK
2023-05-26,organic,58.54,44264,1072,Canada
2023-05-26,email,73.98,82490,1747,USA
2023-05-26,email,193.65,174677,5936,UK
2023-05-26,email,129.21,69979,736,Canada
2023-05-26,referral,13.03,17228,316,USA
2023-05-26,referral,170.32,205224,6177,UK
2023-05-26,referral,75.15,54799,1710,Canada
2023-05-26,social_media,957.91,1204773,54879,USA
2023-05-26,social_media,443.22,348768,8518,UK
2023-05-26,social_media,446.72,271085,3751,Canada
2023-05-27,paid_search,2131.53,1963221,40320,USA
2023-05-27,paid_search,2839.36,2963194,141100,UK
2023-05-27,paid_search,1569.67,2110346,25446,Canada
2023-05-27,paid_social,932.32,608968,6758,USA
2023-05-27,paid_social,1926.19,1557773,54593,UK
2023-05-27,paid_social,1157.49,1480016,27893,Canada
2023-05-27,organic,62.84,93338,2277,USA
2023-05-27,organic,83.44,77448,2276,UK
2023-05-27,organic,80.44,114767,2563,Canada
2023-05-27,email,260.83,357229,4753,USA
2023-05-27,email,282.92,176754,2743,UK
2023-05-27,email,277.32,208312,7518,Canada
2023-05-27,referral,26.15,32999,506,USA
2023-05-27,referral,156.56,201785,2077,UK
2023-05-27,referral,195.65,202304,8239,Canada
2023-05-27,social_media,869.47,664509,10722,USA
2023-05-27,social_media,1188.54,634766,23064,UK
2023-05-27,social_media,948.5,805915,36443,Canada
2023-05-28,paid_search,2384.16,1412685,31868,USA
2023-05-28,paid_search,1052.18,1115118,13351,UK
2023-05-28,paid_search,1702.21,1032606,21975,Canada
2023-05-28,paid_social,1491.2,1919335,27957,USA
2023-05-28,paid_social,1298.14,1238612,14146,UK
2023-05-28,paid_social,1254.01,1299567,31815,Canada
2023-05-28,organic,33.25,33171,1396,USA
2023-05-28,organic,62.07,45226,961,UK
2023-05-28,organic,89.41,78787,3852,Canada
2023-05-28,email,181.62,251815,8044,USA
2023-05-28,email,285.12,199801,7258,UK
2023-05-28,email,99.24,143524,6583,Canada
2023-05-28,referral,91.25,117595,3272,USA
2023-05-28,referral,22.05,12703,482,UK
2023-05-28,referral,109.26,111736,5353,Canada
2023-05-28,social_media,1105.08,1304883,28937,USA
2023-05-28,social_media,819.67,880904,23603,UK
2023-05-28,social_media,1303.17,1153130,34906,Canada
2023-05-29,paid_search,1107.29,842316,18976,USA
2023-05-29,paid_search,1962.57,1829096,41065,UK
2023-05-29,paid_search,1127.75,1502157,55129,Canada
2023-05-29,paid_social,2311.26,3375274,147587,USA
2023-05-29,paid_social,2119.9,1864662,89138,UK
2023-05-29,paid_social,1136.48,875235,34093,Canada
2023-05-29,organic,62.93,38467,960,USA
2023-05-29,organic,29.91,23323,1032,UK
2023-05-29,organic,77.48,41551,1864,Canada
2023-05-29,email,261.23,193635,5967,USA
2023-05-29,email,182.37,269731,9733,UK
2023-05-29,email,282.01,249626,4999,Canada
2023-05-29,referral,52.34,32679,1124,USA
2023-05-29,referral,10.55,12007,301,UK
2023-05-29,referral,41.35,55108,1902,Canada
2023-05-29,social_media,258.3,280291,5722,USA
2023-05-29,social_media,1053.97,912793,30659,UK
2023-05-29,social_media,932.33,1294657,52763,Canada
2023-05-30,paid_search,2608.67,1682766,20814,USA
2023-05-30,paid_search,1449.61,1094831,11433,UK
2023-05-30,paid_search,1285.64,1659922,56969,Canada
2023-05-30,paid_social,1872.53,2767668,44990,USA
2023-05-30,paid_social,1005.92,1259889,41585,UK
2023-05-30,paid_social,797.61,548457,19662,Canada
2023-05-30,organic,36.73,20708,606,USA
2023-05-30,organic,59.65,48595,801,UK
2023-05-30,organic,67.32,69748,1892,Canada
2023-05-30,email,102.54,64356,827,USA
2023-05-30,email,178.96,228537,9462,UK
2023-05-30,email,103.62,132168,3074,Canada
2023-05-30,referral,46.21,47149,849,USA
2023-05-30,referral,7.18,10326,387,UK
2023-05-30,referral,98.04,77111,1942,Canada
2023-05-30,social_media,1032.42,1351633,53247,USA
2023-05-30,social_media,617.16,858755,9177,UK
2023-05-30,social_media,433.36,261142,4072,Canada
2023-05-31,paid_search,1955.32,1416550,24989,USA
2023-05-31,paid_search,1888.72,1380046,21145,UK
2023-05-31,paid_search,2359.55,1972762,22595,Canada
2023-05-31,paid_social,2152.95,2819934,114577,USA
2023-05-31,paid_social,1825.89,1892959,33028,UK
2023-05-31,paid_social,1883.15,2223014,40692,Canada
2023-05-31,organic,56.26,47327,630,USA
2023-05-31,organic,70.32,67090,3322,UK
2023-05-31,organic,63.88,88080,2042,Canada
2023-05-31,email,53.64,50077,1716,USA
2023-05-31,email,223.97,333984,10948,UK
2023-05-31,email,77.06,106875,3752,Canada
2023-05-31,referral,77.76,113779,1517,USA
2023-05-31,referral,67.37,95180,2930,UK
2023-05-31,referral,66.65,91946,1045,Canada
2023-05-31,social_media,762.59,1058147,33142,USA
2023-05-31,social_media,1387.91,776359,28608,UK
2023-05-31,social_media,1295.09,915298,31619,Canada
2023-06-01,paid_search,1506.43,1414458,17901,USA
2023-06-01,paid_search,612.97,560469,18096,UK
2023-06-01,paid_search,2074.09,3087609,138034,Canada
2023-06-01,paid_social,937.29,625236,8788,USA
2023-06-01,paid_social,2226.62,2808363,113075,UK
2023-06-01,paid_social,625.72,763728,29885,Canada
2023-06-01,organic,12.41,10651,131,USA
2023-06-01,organic,70.4,46572,1586,UK
2023-06-01,organic,41.46,33301,513,Canada
2023-06-01,email,234.95,258374,10065,USA
2023-06-01,email,184.22,208003,3230,UK
2023-06-01,email,255.63,294317,11789,Canada
2023-06-01,referral,171.23,102377,3675,USA
2023-06-01,referral,77.96,107874,4441,UK
2023-06-01,referral,121.6,132169,1402,Canada
2023-06-01,social_media,613.6,354298,10192,USA
2023-06-01,social_media,1363.9,1008254,34222,UK
2023-06-01,social_media,822.18,695223,19765,Canada
2023-06-02,paid_search,2421.61,1792297,19701,USA
2023-06-02,paid_search,999.25,944330,18940,UK
2023-06-02,paid_search,2752.85,2517656,48016,Canada
2023-06-02,paid_social,1532.71,1069061,26425,USA
2023-06-02,paid_social,437.0,503922,11311,UK
2023-06-02,paid_social,918.2,1110551,30300,Canada
2023-06-02,organic,41.87,59781,1374,USA
2023-06-02,organic,13.57,10975,399,UK
2023-06-02,organic,59.56,65283,1713,Canada
2023-06-02,email,299.63,350275,10454,USA
2023-06-02,email,158.3,188705,7824,UK
2023-06-02,email,127.04,64579,3090,Canada
2023-06-02,referral,126.88,146006,4795,USA
2023-06-02,referral,189.71,132987,6269,UK
2023-06-02,referral,37.5,54270,1110,Canada
2023-06-02,social_media,1198.15,1331386,36400,USA
2023-06-02,social_media,867.97,1049597,10696,UK
2023-06-02,social_media,929.23,1210248,46898,Canada
2023-06-03,paid_search,2873.0,3910033,57966,USA
2023-06-03,paid_search,1916.68,1187630,46780,UK
2023-06-03,paid_search,1386.72,1502040,34623,Canada
2023-06-03,paid_social,1236.49,1238627,40444,USA
2023-06-03,paid_social,550.43,313709,14877,UK
2023-06-03,paid_social,1703.36,1872153,86950,Canada
2023-06-03,organic,4.33,5968,112,USA
2023-06-03,organic,73.67,42607,510,UK
2023-06-03,organic,84.3,110869,2716,Canada
2023-06-03,email,74.34,48622,2338,USA
2023-06-03,email,101.16,73097,2416,UK
2023-06-03,email,79.99,89592,2677,Canada
2023-06-03,referral,91.55,96246,2763,USA
2023-06-03,referral,1.54,1221,18,UK
2023-06-03,referral,65.81,78070,3267,Canada
2023-06-03,social_media,230.19,236597,5294,USA
2023-06-03,social_media,360.37,362438,9989,UK
2023-06-03,social_media,206.12,159059,7457,Canada
2023-06-04,paid_search,1046.13,1558646,59275,USA
2023-06-04,paid_search,2082.43,3120898,125215,UK
2023-06-04,paid_search,1198.91,1128195,48547,Canada
2023-06-04,paid_social,1597.8,2359092,84914,USA
2023-06-04,paid_social,634.1,750685,19772,UK
2023-06-04,paid_social,2144.82,3098071,112123,Canada
2023-06-04,organic,50.59,41490,1596,USA
2023-06-04,organic,47.58,39710,822,UK
2023-06-04,organic,93.11,121273,2349,Canada
2023-06-04,email,152.84,142710,6122,USA
2023-06-04,email,92.65,129868,5330,UK
2023-06-04,email,284.98,386730,17202,Canada
2023-06-04,referral,183.14,101309,2168,USA
2023-06-04,referral,67.57,99440,3020,UK
2023-06-04,referral,107.57,128357,3011,Canada
2023-06-04,social_media,788.89,707668,23579,USA
2023-06-04,social_media,1202.91,1552183,75021,UK
2023-06-04,social_media,848.24,1185975,47304,Canada
2023-06-05,paid_search,1370.21,2043496,101345,USA
2023-06-05,paid_search,1886.88,2259058,98367,UK
2023-06-05,paid_search,931.75,721202,15738,Canada
2023-06-05,paid_social,1375.33,991702,32910,USA
2023-06-05,paid_social,432.97,532720,10144,UK
2023-06-05,paid_social,415.19,469008,8713,Canada
2023-06-05,organic,39.02,34639,1348,USA
2023-06-05,organic,41.38,53624,2625,UK
2023-06-05,organic,12.65,7221,102,Canada
2023-06-05,email,245.19,202666,5593,USA
2023-06-05,email,92.78,84422,1506,UK
2023-06-05,email,195.73,287440,9591,Canada
2023-06-05,referral,172.85,194295,2428,USA
2023-06-05,referral,184.33,172878,2419,UK
2023-06-05,referral,69.16,84834,3979,Canada
2023-06-05,social_media,676.04,646697,27858,USA
2023-06-05,social_media,1378.9,1073145,39946,UK
2023-06-05,social_media,1427.97,2100740,90094,Canada
2023-06-06,paid_search,850.87,958083,39014,USA
2023-06-06,paid_search,979.41,1355689,23449,UK
2023-06-06,paid_search,2303.59,3261105,161452,Canada
2023-06-06,paid_social,1129.16,617843,18923,USA
2023-06-06,paid_social,1305.34,1634075,69881,UK
2023-06-06,paid_social,2402.85,2099240,31973,Canada
2023-06-06,organic,0.33,351,6,USA
2023-06-06,organic,4.74,4996,216,UK
2023-06-06,organic,66.14,55500,1293,Canada
2023-06-06,email,172.11,188939,6504,USA
2023-06-06,email,233.86,162042,5539,UK
2023-06-06,email,77.85,71620,1480,Canada
2023-06-06,referral,189.76,227801,5821,USA
2023-06-06,referral,141.87,155734,6016,UK
2023-06-06,referral,137.79,118157,2467,Canada
2023-06-06,social_media,1027.49,612681,9515,USA
2023-06-06,social_media,249.62,257912,12632,UK
2023-06-06,social_media,1269.98,737029,29268,Canada
2023-06-07,paid_search,2496.36,2351331,113892,USA
2023-06-07,paid_search,2289.07,2347574,29319,UK
2023-06-07,paid_search,2802.4,3744867,159614,Canada
2023-06-07,paid_social,2202.77,2784889,36221,USA
2023-06-07,paid_social,434.97,302747,7359,UK
2023-06-07,paid_social,1980.42,1084129,39498,Canada
2023-06-07,organic,77.66,108948,5291,USA
2023-06-07,organic,74.74,59486,2025,UK
2023-06-07,organic,46.05,44772,2116,Canada
2023-06-07,email,192.78,222083,9715,USA
2023-06-07,email,119.73,62162,2049,UK
2023-06-07,email,259.99,212805,8028,Canada
2023-06-07,referral,6.73,5696,229,USA
2023-06-07,referral,160.83,128312,1661,UK
2023-06-07,referral,8.25,10123,464,Canada
2023-06-07,social_media,412.89,392659,12418,USA
2023-06-07,social_media,797.33,492374,9391,UK
2023-06-07,social_media,440.16,515767,9625,Canada
2023-06-08,paid_search,2727.6,2633521,123613,USA
2023-06-08,paid_search,2791.43,2917856,53047,UK
2023-06-08,paid_search,965.59,1025025,31090,Canada
2023-06-08,paid_social,474.05,444285,10565,USA
2023-06-08,paid_social,1974.62,2360719,40555,UK
2023-06-08,paid_social,1592.42,1860628,89509,Canada
2023-06-08,organic,18.36,11160,357,USA
2023-06-08,organic,25.96,25400,746,UK
2023-06-08,organic,77.76,114224,1225,Canada
2023-06-08,email,299.47,295412,9672,USA
2023-06-08,email,184.84,173397,6690,UK
2023-06-08,email,132.63,177903,5128,Canada
2023-06-08,referral,41.85,34754,1086,USA
2023-06-08,referral,26.53,15168,672,UK
2023-06-08,referral,96.86,120952,4750,Canada
2023-06-08,social_media,1289.55,1686436,69706,USA
2023-06-08,social_media,739.22,396956,19780,UK
2023-06-08,social_media,301.2,190877,9504,Canada
2023-06-09,paid_search,2892.01,2852441,80135,USA
2023-06-09,paid_search,2484.79,3579805,61558,UK
2023-06-09,paid_search,2495.28,1604778,63980,Canada
2023-06-09,paid_social,508.14,414156,18283,USA
2023-06-09,paid_social,1837.32,1339203,45877,UK
2023-06-09,paid_social,2487.93,2278677,75665,Canada
2023-06-09,organic,51.75,39927,1358,USA
2023-06-09,organic,13.82,10681,249,UK
2023-06-09,organic,64.78,51749,2275,Canada
2023-06-09,email,203.62,183101,7787,USA
2023-06-09,email,63.66,58929,1545,UK
2023-06-09,email,191.55,147032,5935,Canada
2023-06-09,referral,105.98,67805,3197,USA
2023-06-09,referral,113.42,115197,4310,UK
2023-06-09,referral,131.16,150234,4553,Canada
2023-06-09,social_media,1129.6,1320745,21933,USA
2023-06-09,social_media,818.94,472780,5747,UK
2023-06-09,social_media,573.02,786394,23889,Canada
2023-06-10,paid_search,1217.34,1821798,34194,USA
2023-06-10,paid_search,2441.12,2841489,68648,UK
2023-06-10,paid_search,1143.85,1198733,37787,Canada
2023-06-10,paid_social,1287.94,1346576,20930,USA
2023-06-10,paid_social,2314.22,2003395,60214,UK
2023-06-10,paid_social,810.44,621797,9391,Canada
2023-06-10,organic,2.07,2756,105,USA
2023-06-10,organic,81.72,99116,2353,UK
2023-06-10,organic,32.59,43659,1089,Canada
2023-06-10,email,258.46,162963,2655,USA
2023-06-10,email,157.31,230679,7181,UK
2023-06-10,email,53.14,44966,1671,Canada
2023-06-10,referral,139.01,74296,1299,USA
2023-06-10,referral,149.18,156608,4315,UK
2023-06-10,referral,97.72,89333,3528,Canada
2023-06-10,social_media,1012.49,823049,31618,USA
2023-06-10,social_media,1019.77,782263,31137,UK
2023-06-10,social_media,234.61,134465,1760,Canada
2023-06-11,paid_search,801.82,831954,12978,USA
2023-06-11,paid_search,819.57,881743,21491,UK
2023-06-11,paid_search,2964.72,2807544,121936,Canada
2023-06-11,paid_social,593.53,505952,16499,USA
2023-06-11,paid_social,2014.83,1660613,65509,UK
2023-06-11,paid_social,1722.13,1661587,77742,Canada
2023-06-11,organic,82.92,113634,1207,USA
2023-06-11,organic,12.66,15075,556,UK
2023-06-11,organic,91.49,69272,2816,Canada
2023-06-11,email,184.21,209166,7614,USA
2023-06-11,email,80.03,40683,415,UK
2023-06-11,email,102.93,71162,2164,Canada
2023-06-11,referral,162.35,110469,2541,USA
2023-06-11,referral,96.18,134995,4817,UK
2023-06-11,referral,8.88,5493,163,Canada
2023-06-11,social_media,1107.81,609808,6561,USA
2023-06-11,social_media,1037.36,796827,27359,UK
2023-06-11,social_media,951.27,746910,11305,Canada
2023-06-12,paid_search,2926.3,4302077,102844,USA
2023-06-12,paid_search,1377.46,1323639,18452,UK
2023-06-12,paid_search,2224.0,1540298,18743,Canada
2023-06-12,paid_social,989.83,1155750,40729,USA
2023-06-12,paid_social,1463.76,2109267,36023,UK
2023-06-12,paid_social,2397.31,3264657,157912,Canada
2023-06-12,organic,84.1,72439,1888,USA
2023-06-12,organic,82.62,47838,551,UK
2023-06-12,organic,64.73,92192,3126,Canada
2023-06-12,email,55.51,73315,764,USA
2023-06-12,email,75.08,51570,1706,UK
2023-06-12,email,128.3,136266,2656,Canada
2023-06-12,referral,39.65,42752,2106,USA
2023-06-12,referral,103.2,119636,2726,UK
2023-06-12,referral,54.97,48486,1027,Canada
2023-06-12,social_media,1188.06,1383334,32554,USA
2023-06-12,social_media,895.11,1041787,39919,UK
2023-06-12,social_media,576.8,344273,15240,Canada
2023-06-13,paid_search,597.97,849895,38879,USA
2023-06-13,paid_search,2584.48,3385972,93789,UK
2023-06-13,paid_search,2458.5,3539611,106463,Canada
2023-06-13,paid_social,586.76,348415,3578,USA
2023-06-13,paid_social,766.47,621533,17527,UK
2023-06-13,paid_social,621.52,321929,4019,Canada
2023-06-13,organic,9.02,6029,88,USA
2023-06-13,organic,25.53,19076,791,UK
2023-06-13,organic,35.52,38369,1098,Canada
2023-06-13,email,211.28,173736,2262,USA
2023-06-13,email,156.57,219798,7783,UK
2023-06-13,email,286.0,282392,3326,Canada
2023-06-13,referral,148.43,163756,6205,USA
2023-06-13,referral,188.62,253282,6340,UK
2023-06-13,referral,116.13,66249,1661,Canada
2023-06-13,social_media,936.49,616048,23831,USA
2023-06-13,social_media,751.63,965653,23372,UK
2023-06-13,social_media,976.28,919964,44286,Canada
2023-06-14,paid_search,2001.16,2254624,23959,USA
2023-06-14,paid_search,2756.12,2062093,59797,UK
2023-06-14,paid_search,2594.66,3020935,51441,Canada
2023-06-14,paid_social,1450.23,1514945,72078,USA
2023-06-14,paid_social,1245.54,1862071,88549,UK
2023-06-14,paid_social,921.94,999187,41922,Canada
2023-06-14,organic,98.31,107002,4566,USA
2023-06-14,organic,81.7,83548,1554,UK
2023-06-14,organic,59.85,65907,2573,Canada
2023-06-14,email,70.78,57088,1997,USA
2023-06-14,email,163.53,128414,5098,UK
2023-06-14,email,242.82,198188,6625,Canada
2023-06-14,referral,144.85,161795,2293,USA
2023-06-14,referral,192.79,98484,3375,UK
2023-06-14,referral,49.32,43016,1897,Canada
2023-06-14,social_media,354.4,216609,4486,USA
2023-06-14,social_media,819.22,473926,14515,UK
2023-06-14,social_media,336.03,354597,12734,Canada
2023-06-15,paid_search,580.89,565601,12338,USA
2023-06-15,paid_search,2845.69,2405890,52932,UK
2023-06-15,paid_search,714.73,776916,20666,Canada
2023-06-15,paid_social,1033.56,1230199,31091,USA
2023-06-15,paid_social,1265.34,1005387,18450,UK
2023-06-15,paid_social,2087.36,1807428,46820,Canada
2023-06-15,organic,65.13,76766,2258,USA
2023-06-15,organic,20.8,30123,633,UK
2023-06-15,organic,58.4,30631,327,Canada
2023-06-15,email,68.97,95677,4547,USA
2023-06-15,email,232.95,164102,7663,UK
2023-06-15,email,195.71,284480,13133,Canada
2023-06-15,referral,94.41,104796,1458,USA
2023-06-15,referral,19.01,13521,441,UK
2023-06-15,referral,78.21,117060,1798,Canada
2023-06-15,social_media,1321.66,1463779,56108,USA
2023-06-15,social_media,475.48,657969,17833,UK
2023-06-15,social_media,1052.34,705027,17316,Canada
2023-06-16,paid_search,1536.09,780134,27153,USA
2023-06-16,paid_search,713.45,1058006,24387,UK
2023-06-16,paid_search,807.18,538848,21648,Canada
2023-06-16,paid_social,1911.02,2429714,94150,USA
2023-06-16,paid_social,1853.32,1093565,47356,UK
2023-06-16,paid_social,1516.9,1191424,38001,Canada
2023-06-16,organic,19.46,18123,647,USA
2023-06-16,organic,99.86,64061,2476,UK
2023-06-16,organic,13.82,18943,738,Canada
