order_id,user_id,order_date,product_category,product_name,quantity,unit_price,total_amount,discount_amount,payment_method,order_status
10306,1064,2024-07-13,Home,Cookware Set,1,251.87,251.87,0,credit_card,completed
10307,1064,2024-07-13,Books,Self Help Book,1,32.17,32.17,0,google_pay,completed
10308,1066,2023-07-21,Sports,Gym Bag,2,182.64,365.28,21.71,google_pay,completed
10309,1066,2023-07-21,Books,The Great Novel,3,9.15,27.45,3.26,google_pay,completed
10310,1066,2024-07-27,Sports,Resistance Bands,3,190.46,571.38,0,credit_card,completed
10311,1066,2024-07-27,Sports,Tennis Racket,3,242.76,728.28,48.71,apple_pay,completed
10312,1066,2024-07-27,Books,Mystery Novel,1,24.95,24.95,0,credit_card,completed
10313,1067,2024-12-08,Home,Coffee Maker,2,136.31,272.62,0,google_pay,completed
10314,1067,2024-12-08,Electronics,iPad Air,1,559.19,559.19,30.59,google_pay,completed
10315,1067,2024-12-08,Electronics,Apple Watch,2,936.73,1873.46,0,paypal,completed
10316,1067,2024-12-08,Home,Table Lamp,2,221.43,442.86,22.18,paypal,completed
10317,1067,2024-11-08,Home,Towel Set,2,275.7,551.4,0,google_pay,completed
10318,1067,2024-11-15,Beauty,Shampoo,3,59.63,178.89,15.29,google_pay,completed
10319,1067,2024-11-15,Home,Coffee Maker,1,29.23,29.23,0,google_pay,completed
10320,1067,2024-11-15,Beauty,Hair Serum,1,93.13,93.13,12.99,credit_card,completed
10321,1067,2024-09-12,Books,Self Help Book,1,31.32,31.32,2.47,apple_pay,completed
10322,1067,2024-09-12,Books,Cookbook,3,11.07,33.21,6.21,credit_card,refunded
10323,1067,2024-09-12,Sports,Water Bottle,1,132.7,132.7,0,credit_card,completed
10324,1068,2024-03-12,Books,Mystery Novel,3,13.92,41.76,0,apple_pay,refunded
10325,1068,2024-03-12,Home,Vacuum Cleaner,3,249.26,747.78,0,apple_pay,completed
10326,1068,2024-04-03,Sports,Gym Bag,2,61.81,123.62,13.19,paypal,completed
10327,1068,2024-04-03,Electronics,iPad Air,2,1643.82,3287.64,0,apple_pay,completed
10328,1068,2024-04-03,Books,Data Science Guide,1,46.56,46.56,0,apple_pay,completed
10329,1068,2024-04-03,Clothing,Cotton T-Shirt,3,135.55,406.65,0,apple_pay,completed
10330,1069,2024-03-24,Home,Towel Set,2,141.32,282.64,0,apple_pay,completed
10331,1069,2024-03-24,Sports,Tennis Racket,3,139.13,417.39,0,paypal,completed
10332,1069,2024-03-24,Sports,Tennis Racket,2,16.73,33.46,6.54,apple_pay,completed
10333,1069,2024-03-24,Clothing,Winter Jacket,1,145.27,145.27,20.25,paypal,completed
10334,1069,2024-06-21,Clothing,Running Shoes,1,186.49,186.49,0,google_pay,completed
10335,1069,2024-06-21,Clothing,Running Shoes,3,193.58,580.74,0,apple_pay,completed
10336,1069,2024-06-21,Sports,Tennis Racket,3,113.41,340.23,0,apple_pay,completed
10337,1069,2024-06-21,Clothing,Running Shoes,3,139.35,418.05,0,paypal,completed
10338,1069,2024-05-14,Electronics,Apple Watch,1,2449.5,2449.5,0,credit_card,completed
10339,1069,2024-05-14,Books,Python Programming,1,22.44,22.44,0,credit_card,completed
10340,1069,2024-05-14,Home,Table Lamp,3,63.32,189.96,0,google_pay,completed
10341,1069,2023-06-25,Home,Air Purifier,2,314.78,629.56,0,apple_pay,completed
10342,1069,2023-06-25,Electronics,Kindle,1,1083.1,1083.1,0,google_pay,completed
10343,1070,2024-12-28,Home,Table Lamp,3,104.17,312.51,0,credit_card,completed
10344,1070,2024-12-28,Clothing,Cotton T-Shirt,1,114.37,114.37,0,credit_card,completed
10345,1070,2024-12-16,Clothing,Running Shoes,2,187.54,375.08,0,paypal,completed
10346,1070,2024-12-16,Sports,Dumbbells,2,240.61,481.22,0,credit_card,completed
10347,1070,2024-12-14,Sports,Gym Bag,1,104.74,104.74,0,google_pay,completed
10348,1070,2024-12-14,Beauty,Perfume,2,56.76,113.52,0,paypal,refunded
10349,1070,2024-12-14,Books,The Great Novel,1,29.48,29.48,3.05,paypal,completed
10350,1070,2024-12-05,Home,Bed Sheets,2,61.42,122.84,0,paypal,completed
10351,1070,2024-12-05,Sports,Gym Bag,3,279.73,839.19,70.22,paypal,completed
10352,1070,2024-12-05,Sports,Basketball,2,193.67,387.34,0,apple_pay,cancelled
10353,1071,2024-03-03,Sports,Yoga Mat,3,25.49,76.47,0,apple_pay,completed
10354,1071,2024-08-09,Clothing,Blue Jeans,3,182.07,546.21,83.33,credit_card,completed
10355,1071,2024-08-09,Beauty,Shampoo,3,93.44,280.32,0,apple_pay,completed
10356,1071,2024-08-09,Clothing,Dress Shirt,2,68.85,137.7,22.92,google_pay,completed
10357,1071,2024-08-09,Sports,Resistance Bands,2,63.48,126.96,13.41,google_pay,completed
10358,1071,2024-06-18,Beauty,Body Lotion,3,29.32,87.96,0,credit_card,completed
10359,1071,2024-06-18,Clothing,Running Shoes,1,98.4,98.4,0,credit_card,completed
10360,1071,2024-06-18,Clothing,Dress Shirt,3,116.28,348.84,0,google_pay,refunded
10361,1073,2024-02-18,Books,The Great Novel,2,39.02,78.04,0,apple_pay,refunded
10362,1073,2024-05-17,Electronics,Sony Headphones,1,1235.0,1235.0,91.37,credit_card,cancelled
10363,1073,2024-05-17,Electronics,MacBook Pro,3,777.8,2333.4,0,apple_pay,completed
10364,1073,2024-05-17,Books,Python Programming,1,32.12,32.12,0,credit_card,cancelled
10365,1073,2024-02-12,Home,Coffee Maker,1,302.02,302.02,0,paypal,refunded
10366,1073,2024-02-12,Electronics,Kindle,2,1568.6,3137.2,0,google_pay,completed
10367,1073,2024-02-12,Books,Business Strategy,1,41.92,41.92,0,apple_pay,completed
10368,1073,2024-07-11,Beauty,Nail Polish,3,13.63,40.89,4.0,google_pay,completed
10369,1073,2024-09-27,Beauty,Shampoo,1,90.87,90.87,5.63,paypal,completed
10370,1074,2024-11-24,Home,Vacuum Cleaner,3,349.47,1048.41,0,google_pay,completed
10371,1074,2024-11-24,Electronics,iPhone 15,3,1467.46,4402.38,746.82,credit_card,completed
10372,1074,2024-11-24,Electronics,Sony Headphones,2,433.19,866.38,0,google_pay,completed
10373,1074,2024-11-24,Clothing,Hoodie,1,182.04,182.04,30.81,paypal,completed
10374,1074,2024-10-19,Books,Data Science Guide,2,12.15,24.3,0,google_pay,completed
10375,1074,2024-10-19,Sports,Tennis Racket,1,115.32,115.32,6.81,apple_pay,completed
10376,1074,2024-10-19,Sports,Resistance Bands,2,40.66,81.32,0,paypal,completed
10377,1074,2024-10-19,Electronics,iPad Air,2,2103.9,4207.8,0,paypal,completed
10378,1076,2024-04-18,Home,Blender,1,169.54,169.54,0,credit_card,refunded
10379,1076,2024-04-18,Beauty,Lipstick,3,136.81,410.43,0,credit_card,completed
10380,1076,2024-04-18,Clothing,Hoodie,3,87.08,261.24,0,apple_pay,refunded
10381,1076,2024-03-23,Sports,Dumbbells,2,244.26,488.52,0,google_pay,completed
10382,1076,2024-03-23,Electronics,iPhone 15,1,1670.59,1670.59,0,apple_pay,refunded
10383,1076,2024-12-04,Home,Table Lamp,2,335.45,670.9,0,credit_card,completed
10384,1076,2024-12-04,Electronics,Dell XPS,3,1531.48,4594.44,0,paypal,completed
10385,1076,2024-09-13,Home,Vacuum Cleaner,2,184.29,368.58,0,credit_card,refunded
10386,1076,2024-05-28,Beauty,Perfume,3,49.07,147.21,0,paypal,completed
10387,1076,2024-05-28,Sports,Resistance Bands,1,278.14,278.14,0,credit_card,completed
10388,1076,2024-05-28,Books,Cookbook,2,19.41,38.82,7.28,credit_card,completed
10389,1076,2024-09-19,Clothing,Dress Shirt,3,110.65,331.95,59.98,apple_pay,completed
10390,1076,2024-09-19,Electronics,Dell XPS,2,1481.8,2963.6,208.54,google_pay,completed
10391,1076,2024-11-18,Clothing,Blue Jeans,3,193.21,579.63,112.44,credit_card,cancelled
10392,1076,2024-11-18,Books,Self Help Book,3,39.63,118.89,0,paypal,completed
10393,1076,2024-11-18,Sports,Dumbbells,3,155.13,465.39,0,apple_pay,completed
10394,1077,2024-11-22,Beauty,Foundation,1,67.44,67.44,7.92,credit_card,completed
10395,1077,2024-11-22,Clothing,Blue Jeans,3,21.24,63.72,12.19,google_pay,completed
10396,1080,2024-07-02,Clothing,Running Shoes,2,42.98,85.96,0,credit_card,completed
10397,1081,2024-12-08,Electronics,MacBook Pro,1,2266.77,2266.77,0,apple_pay,completed
10398,1081,2024-12-08,Books,Cookbook,1,9.29,9.29,0.56,google_pay,completed
10399,1081,2024-12-08,Beauty,Perfume,1,89.41,89.41,0,paypal,completed
10400,1084,2023-06-22,Electronics,Kindle,3,1654.48,4963.44,0,paypal,completed
10401,1085,2023-06-08,Home,Towel Set,1,246.33,246.33,29.86,apple_pay,completed
10402,1085,2023-06-08,Sports,Gym Bag,1,67.07,67.07,0,apple_pay,cancelled
10403,1085,2023-03-12,Clothing,Dress Shirt,1,66.7,66.7,9.8,google_pay,completed
10404,1085,2023-03-12,Electronics,Samsung Galaxy S24,3,2121.56,6364.68,0,google_pay,completed
10405,1085,2024-12-26,Electronics,Apple Watch,1,409.57,409.57,0,google_pay,completed
10406,1085,2024-12-26,Beauty,Lipstick,1,139.99,139.99,0,apple_pay,completed
10407,1085,2024-12-26,Clothing,Hoodie,2,148.86,297.72,0,google_pay,completed
10408,1085,2024-12-26,Sports,Yoga Mat,1,111.27,111.27,0,credit_card,completed
10409,1086,2024-06-24,Books,Business Strategy,1,22.34,22.34,4.35,google_pay,completed
10410,1087,2024-09-02,Sports,Water Bottle,1,68.82,68.82,10.2,credit_card,completed
10411,1087,2024-09-02,Electronics,Dell XPS,3,2087.59,6262.77,0,google_pay,completed
10412,1087,2024-11-06,Beauty,Hair Serum,2,31.53,63.06,0,apple_pay,completed
10413,1088,2023-12-08,Beauty,Perfume,3,67.83,203.49,0,paypal,completed
10414,1088,2023-12-08,Sports,Dumbbells,2,251.92,503.84,0,google_pay,completed
10415,1088,2023-12-08,Electronics,MacBook Pro,1,1970.07,1970.07,0,paypal,completed
10416,1088,2024-02-24,Home,Vacuum Cleaner,1,268.74,268.74,0,paypal,completed
10417,1088,2024-02-24,Sports,Basketball,1,55.3,55.3,10.53,apple_pay,completed
10418,1089,2024-12-09,Beauty,Nail Polish,2,133.01,266.02,0,paypal,completed
10419,1089,2024-12-09,Books,Mystery Novel,2,12.77,25.54,3.08,google_pay,completed
10420,1089,2024-12-09,Sports,Basketball,3,173.24,519.72,78.77,apple_pay,completed
10421,1089,2023-06-19,Sports,Resistance Bands,1,123.56,123.56,0,credit_card,completed
10422,1089,2023-06-19,Home,Blender,1,327.01,327.01,0,apple_pay,completed
10423,1089,2023-06-19,Beauty,Hair Serum,2,77.62,155.24,0,google_pay,completed
10424,1089,2024-11-18,Clothing,Sweater,2,198.84,397.68,49.72,google_pay,completed
10425,1089,2024-11-18,Home,Coffee Maker,3,306.2,918.6,0,credit_card,completed
10426,1089,2024-12-18,Sports,Yoga Mat,2,97.81,195.62,13.61,credit_card,completed
10427,1089,2023-09-23,Books,Business Strategy,2,33.32,66.64,4.61,apple_pay,completed
10428,1089,2024-12-05,Home,Table Lamp,3,190.71,572.13,0,paypal,refunded
10429,1089,2024-12-05,Electronics,Dell XPS,3,2423.02,7269.06,0,paypal,completed
10430,1089,2024-01-15,Beauty,Face Cream,1,21.03,21.03,0,google_pay,completed
10431,1089,2024-01-15,Beauty,Lipstick,1,61.22,61.22,0,paypal,completed
10432,1089,2024-04-15,Electronics,iPhone 15,1,1505.8,1505.8,0,google_pay,completed
10433,1090,2023-12-01,Clothing,Winter Jacket,3,19.87,59.61,0,credit_card,completed
10434,1090,2023-12-01,Electronics,Sony Headphones,1,1192.63,1192.63,0,credit_card,completed
10435,1090,2023-12-01,Books,Data Science Guide,1,14.55,14.55,0,google_pay,refunded
10436,1090,2023-12-01,Beauty,Face Cream,2,13.22,26.44,2.66,credit_card,completed
10437,1091,2024-02-06,Books,Self Help Book,2,18.8,37.6,0,apple_pay,refunded
10438,1091,2024-02-06,Beauty,Foundation,1,71.53,71.53,11.33,google_pay,completed
10439,1091,2024-02-06,Electronics,Samsung Galaxy S24,3,2240.24,6720.72,0,apple_pay,completed
10440,1091,2024-02-06,Beauty,Perfume,2,80.67,161.34,31.37,credit_card,completed
10441,1091,2023-12-03,Beauty,Perfume,3,13.65,40.95,0,paypal,completed
10442,1091,2023-12-03,Home,Bed Sheets,2,40.09,80.18,0,apple_pay,refunded
10443,1092,2024-07-23,Sports,Basketball,2,137.67,275.34,0,credit_card,completed
10444,1092,2024-07-23,Sports,Running Belt,2,265.27,530.54,91.0,credit_card,completed
10445,1092,2024-07-23,Beauty,Lipstick,1,101.41,101.41,0,apple_pay,completed
10446,1092,2024-07-04,Clothing,Hoodie,1,25.06,25.06,0,google_pay,completed
10447,1092,2024-01-30,Beauty,Body Lotion,1,76.06,76.06,7.89,google_pay,cancelled
10448,1092,2024-01-30,Home,Vacuum Cleaner,1,156.44,156.44,0,credit_card,completed
10449,1092,2024-01-30,Clothing,Winter Jacket,3,190.08,570.24,0,credit_card,completed
10450,1092,2024-04-06,Electronics,MacBook Pro,3,2443.02,7329.06,0,google_pay,completed
10451,1092,2024-04-06,Electronics,iPhone 15,1,1321.23,1321.23,0,google_pay,completed
10452,1092,2024-04-06,Books,The Great Novel,1,12.41,12.41,0,google_pay,completed
10453,1092,2024-04-06,Electronics,iPhone 15,1,1890.49,1890.49,144.37,paypal,cancelled
10454,1092,2024-01-30,Electronics,iPad Air,1,574.21,574.21,0,apple_pay,completed
10455,1092,2024-01-30,Electronics,Kindle,3,1243.64,3730.92,312.12,apple_pay,completed
10456,1092,2024-01-30,Home,Bed Sheets,3,46.02,138.06,20.47,google_pay,completed
10457,1092,2024-01-30,Books,Business Strategy,3,20.99,62.97,3.39,apple_pay,completed
10458,1092,2024-08-23,Electronics,iPad Air,2,1881.19,3762.38,742.9,apple_pay,refunded
10459,1092,2024-08-23,Books,Data Science Guide,2,18.4,36.8,0,google_pay,completed
10460,1092,2024-03-22,Sports,Running Belt,1,282.02,282.02,45.81,google_pay,completed
10461,1092,2024-03-22,Beauty,Lipstick,2,74.07,148.14,0,google_pay,completed
10462,1092,2024-03-22,Beauty,Hair Serum,2,139.67,279.34,53.89,apple_pay,completed
10463,1092,2024-03-22,Electronics,Kindle,2,2174.06,4348.12,0,apple_pay,completed
10464,1093,2024-10-17,Books,Cookbook,1,35.5,35.5,0,apple_pay,completed
10465,1093,2024-10-17,Electronics,iPhone 15,2,2443.93,4887.86,0,google_pay,completed
10466,1093,2024-10-17,Home,Vacuum Cleaner,1,116.06,116.06,19.93,apple_pay,completed
10467,1093,2024-01-08,Beauty,Hair Serum,3,32.87,98.61,0,google_pay,completed
10468,1093,2024-01-08,Home,Cookware Set,1,161.06,161.06,0,google_pay,completed
10469,1093,2024-01-08,Beauty,Perfume,2,100.07,200.14,0,google_pay,completed
10470,1093,2024-01-08,Clothing,Winter Jacket,3,45.42,136.26,0,google_pay,completed
10471,1094,2024-07-14,Home,Air Purifier,2,279.55,559.1,69.92,paypal,completed
10472,1094,2024-07-14,Beauty,Shampoo,3,82.8,248.4,0,credit_card,completed
10473,1096,2024-07-04,Books,Self Help Book,1,22.89,22.89,0,credit_card,completed
10474,1096,2024-07-04,Clothing,Winter Jacket,1,165.73,165.73,0,apple_pay,completed
10475,1096,2024-07-04,Electronics,MacBook Pro,1,2198.02,2198.02,0,apple_pay,completed
10476,1096,2024-07-04,Sports,Gym Bag,1,248.96,248.96,0,google_pay,completed
10477,1096,2024-10-28,Electronics,Dell XPS,1,436.46,436.46,0,google_pay,completed
10478,1098,2023-12-10,Electronics,Samsung Galaxy S24,2,370.35,740.7,0,google_pay,completed
10479,1099,2024-11-29,Clothing,Winter Jacket,3,108.35,325.05,0,google_pay,completed
10480,1099,2024-11-16,Beauty,Shampoo,3,115.8,347.4,25.48,apple_pay,cancelled
10481,1099,2024-11-09,Beauty,Perfume,1,91.71,91.71,0,google_pay,cancelled
10482,1100,2024-04-19,Home,Coffee Maker,3,73.58,220.74,0,paypal,completed
10483,1100,2024-04-19,Home,Vacuum Cleaner,3,73.17,219.51,0,google_pay,completed
10484,1100,2024-04-19,Sports,Yoga Mat,2,54.08,108.16,0,paypal,completed
10485,1101,2024-03-29,Electronics,Apple Watch,1,1237.85,1237.85,0,google_pay,completed
10486,1101,2024-03-29,Clothing,Running Shoes,1,140.83,140.83,19.46,apple_pay,cancelled
10487,1101,2024-03-29,Books,Cookbook,1,30.42,30.42,0,credit_card,completed
10488,1101,2024-03-29,Books,Biography,3,43.53,130.59,6.67,credit_card,completed
10489,1101,2023-08-15,Home,Towel Set,3,40.65,121.95,0,apple_pay,completed
10490,1101,2023-08-15,Clothing,Running Shoes,1,176.74,176.74,13.14,google_pay,completed
10491,1101,2023-08-15,Sports,Yoga Mat,2,186.1,372.2,49.4,apple_pay,completed
10492,1101,2024-03-25,Beauty,Nail Polish,1,65.28,65.28,0,credit_card,completed
10493,1101,2024-03-25,Books,Python Programming,1,32.12,32.12,6.09,paypal,completed
10494,1101,2024-03-25,Electronics,iPad Air,1,1917.76,1917.76,353.25,google_pay,completed
10495,1101,2024-03-25,Electronics,iPhone 15,2,2340.04,4680.08,0,apple_pay,completed
10496,1101,2023-07-18,Home,Air Purifier,3,305.78,917.34,0,paypal,completed
10497,1101,2023-07-18,Sports,Running Belt,2,168.88,337.76,0,credit_card,completed
10498,1102,2023-07-15,Home,Blender,3,186.28,558.84,34.19,paypal,completed
10499,1103,2023-03-28,Clothing,Winter Jacket,2,183.09,366.18,0,google_pay,completed
10500,1103,2023-11-11,Books,Business Strategy,1,35.71,35.71,6.41,credit_card,completed
10501,1103,2023-11-11,Electronics,iPhone 15,2,336.57,673.14,0,google_pay,completed
10502,1103,2023-11-11,Books,Self Help Book,1,28.62,28.62,3.94,credit_card,completed
10503,1104,2024-09-26,Books,Business Strategy,3,22.48,67.44,12.62,credit_card,completed
10504,1104,2024-09-26,Books,Cookbook,2,41.29,82.58,0,google_pay,completed
10505,1104,2024-09-26,Sports,Dumbbells,2,117.89,235.78,0,credit_card,completed
10506,1104,2024-11-19,Clothing,Cotton T-Shirt,3,88.0,264.0,0,google_pay,completed
10507,1104,2024-11-19,Beauty,Body Lotion,2,69.93,139.86,0,apple_pay,completed
10508,1104,2024-11-19,Electronics,Kindle,1,359.1,359.1,0,google_pay,completed
10509,1104,2024-11-19,Electronics,iPad Air,2,2071.12,4142.24,505.78,paypal,cancelled
10510,1104,2024-12-07,Beauty,Face Cream,1,25.39,25.39,0,credit_card,cancelled
10511,1104,2024-12-07,Clothing,Sweater,2,166.84,333.68,41.87,google_pay,completed
10512,1104,2024-12-07,Beauty,Lipstick,2,18.82,37.64,0,google_pay,completed
10513,1104,2024-12-07,Beauty,Hair Serum,1,134.41,134.41,0,apple_pay,completed
10514,1104,2024-07-09,Books,Biography,2,19.03,38.06,0,google_pay,completed
10515,1104,2024-07-02,Clothing,Sweater,1,173.74,173.74,33.26,google_pay,completed
10516,1104,2024-07-02,Books,Biography,3,14.53,43.59,0,google_pay,completed
10517,1105,2024-11-09,Sports,Yoga Mat,2,269.44,538.88,0,google_pay,completed
10518,1105,2024-11-09,Sports,Tennis Racket,1,31.34,31.34,0,paypal,completed
10519,1105,2024-11-09,Home,Coffee Maker,2,320.64,641.28,0,paypal,refunded
10520,1105,2024-11-09,Books,Business Strategy,3,25.72,77.16,0,google_pay,refunded
10521,1108,2024-10-25,Home,Coffee Maker,2,99.99,199.98,0,google_pay,completed
10522,1108,2024-10-25,Electronics,Kindle,3,1608.83,4826.49,0,apple_pay,completed
10523,1108,2024-10-25,Home,Vacuum Cleaner,2,343.7,687.4,0,paypal,completed
10524,1108,2024-10-25,Sports,Basketball,1,255.0,255.0,0,paypal,completed
10525,1108,2024-10-12,Beauty,Foundation,1,20.17,20.17,0,paypal,refunded
10526,1108,2024-10-12,Books,Python Programming,1,39.46,39.46,6.89,google_pay,completed
10527,1108,2024-10-12,Books,Python Programming,2,13.26,26.52,0,paypal,completed
10528,1108,2024-10-12,Sports,Resistance Bands,1,97.06,97.06,10.74,credit_card,completed
10529,1108,2024-11-03,Clothing,Winter Jacket,2,190.96,381.92,0,paypal,completed
10530,1108,2024-11-03,Clothing,Blue Jeans,1,153.44,153.44,30.32,credit_card,completed
10531,1108,2024-11-03,Electronics,Sony Headphones,1,1791.94,1791.94,0,credit_card,completed
10532,1108,2024-10-12,Sports,Yoga Mat,1,142.96,142.96,23.43,credit_card,refunded
10533,1108,2024-10-12,Books,Business Strategy,2,44.48,88.96,0,credit_card,completed
10534,1108,2024-10-12,Electronics,Sony Headphones,3,735.23,2205.69,0,paypal,completed
10535,1108,2024-10-12,Home,Table Lamp,2,242.7,485.4,87.11,apple_pay,completed
10536,1108,2024-10-03,Books,Business Strategy,3,9.21,27.63,0,google_pay,completed
10537,1108,2024-10-03,Home,Table Lamp,1,86.82,86.82,0,apple_pay,completed
10538,1108,2024-10-03,Electronics,Dell XPS,3,1629.36,4888.08,0,google_pay,completed
10539,1108,2024-10-03,Clothing,Winter Jacket,1,180.07,180.07,0,apple_pay,completed
10540,1108,2024-12-16,Home,Bed Sheets,1,75.41,75.41,0,google_pay,completed
10541,1108,2024-10-25,Clothing,Sweater,1,118.53,118.53,0,google_pay,cancelled
10542,1108,2024-10-25,Home,Cookware Set,1,196.48,196.48,0,google_pay,completed
10543,1108,2024-10-25,Home,Coffee Maker,2,305.83,611.66,99.72,credit_card,completed
10544,1108,2024-11-29,Electronics,iPhone 15,3,1871.71,5615.13,0,paypal,refunded
10545,1108,2024-11-29,Sports,Yoga Mat,1,67.87,67.87,0,apple_pay,completed
10546,1108,2024-12-05,Sports,Yoga Mat,2,88.57,177.14,0,paypal,completed
10547,1108,2024-12-05,Clothing,Running Shoes,2,191.28,382.56,0,paypal,completed
10548,1109,2024-12-12,Home,Blender,1,85.97,85.97,0,apple_pay,completed
10549,1109,2024-12-12,Home,Coffee Maker,1,257.73,257.73,51.13,credit_card,completed
10550,1109,2024-11-29,Books,Self Help Book,3,40.33,120.99,0,paypal,completed
10551,1109,2024-11-29,Clothing,Running Shoes,2,171.96,343.92,0,google_pay,completed
10552,1109,2024-12-27,Electronics,iPhone 15,2,1540.53,3081.06,616.13,paypal,completed
10553,1109,2024-12-27,Home,Table Lamp,1,88.83,88.83,0,apple_pay,completed
10554,1109,2024-10-06,Home,Vacuum Cleaner,1,72.62,72.62,0,paypal,completed
10555,1109,2024-10-06,Electronics,Kindle,2,978.78,1957.56,0,credit_card,completed
10556,1109,2024-10-06,Books,Data Science Guide,3,39.99,119.97,0,paypal,completed
10557,1109,2024-10-06,Books,Mystery Novel,3,48.44,145.32,0,google_pay,completed
10558,1110,2024-12-27,Electronics,Dell XPS,1,1358.56,1358.56,0,google_pay,completed
10559,1110,2024-12-27,Home,Towel Set,2,84.92,169.84,24.53,google_pay,completed
10560,1110,2024-12-27,Electronics,MacBook Pro,3,354.89,1064.67,0,paypal,completed
10561,1110,2024-12-27,Electronics,iPhone 15,3,1603.8,4811.4,0,apple_pay,completed
10562,1110,2024-09-12,Clothing,Dress Shirt,1,53.39,53.39,3.17,apple_pay,completed
10563,1110,2024-09-12,Home,Coffee Maker,2,63.81,127.62,0,credit_card,completed
10564,1110,2024-09-12,Sports,Dumbbells,2,82.52,165.04,21.06,google_pay,completed
10565,1111,2024-02-13,Home,Towel Set,3,389.32,1167.96,0,paypal,completed
10566,1111,2024-02-13,Clothing,Winter Jacket,3,117.15,351.45,30.98,apple_pay,completed
10567,1111,2024-08-16,Sports,Running Belt,3,278.46,835.38,0,google_pay,completed
10568,1111,2024-06-09,Electronics,Apple Watch,2,1693.9,3387.8,270.15,paypal,completed
10569,1111,2024-06-09,Clothing,Hoodie,2,36.15,72.3,13.84,google_pay,completed
10570,1111,2024-06-09,Beauty,Perfume,2,49.67,99.34,9.94,apple_pay,completed
10571,1111,2024-06-09,Beauty,Foundation,3,86.18,258.54,25.36,google_pay,completed
10572,1111,2023-08-15,Books,Data Science Guide,1,38.59,38.59,0,paypal,completed
10573,1111,2023-08-15,Home,Table Lamp,1,348.04,348.04,0,apple_pay,completed
10574,1112,2024-12-26,Sports,Gym Bag,1,172.75,172.75,0,credit_card,completed
10575,1112,2024-11-14,Sports,Running Belt,2,222.13,444.26,0,paypal,completed
10576,1112,2024-11-23,Books,Data Science Guide,3,25.45,76.35,0,paypal,completed
10577,1112,2024-11-23,Beauty,Face Cream,1,128.6,128.6,0,apple_pay,completed
10578,1112,2024-11-23,Electronics,Sony Headphones,3,1560.47,4681.41,0,google_pay,completed
10579,1113,2024-04-24,Clothing,Sweater,1,43.19,43.19,0,apple_pay,completed
10580,1113,2024-04-24,Electronics,iPad Air,2,726.25,1452.5,0,credit_card,completed
10581,1113,2024-04-24,Electronics,Dell XPS,3,463.72,1391.16,87.17,apple_pay,completed
10582,1113,2024-04-24,Clothing,Running Shoes,1,47.86,47.86,3.07,paypal,refunded
10583,1114,2024-09-04,Electronics,iPhone 15,2,2422.2,4844.4,346.54,credit_card,completed
10584,1114,2024-09-04,Home,Bed Sheets,2,177.09,354.18,57.47,credit_card,completed
10585,1114,2024-09-04,Books,Biography,1,24.64,24.64,0,apple_pay,completed
10586,1114,2024-09-04,Electronics,iPhone 15,3,1015.24,3045.72,0,google_pay,completed
10587,1114,2024-12-21,Books,Biography,3,14.86,44.58,0,paypal,completed
10588,1114,2024-04-18,Electronics,iPhone 15,3,2360.08,7080.24,0,credit_card,completed
10589,1114,2024-04-18,Books,Self Help Book,1,46.55,46.55,5.04,apple_pay,completed
10590,1114,2024-04-18,Electronics,Dell XPS,2,692.09,1384.18,0,apple_pay,completed
10591,1114,2024-04-18,Books,Biography,1,25.88,25.88,0,apple_pay,completed
10592,1115,2024-10-29,Sports,Yoga Mat,2,264.92,529.84,64.11,credit_card,completed
10593,1115,2024-10-29,Sports,Water Bottle,1,298.43,298.43,37.05,paypal,completed
10594,1115,2024-05-21,Home,Vacuum Cleaner,1,355.42,355.42,0,apple_pay,completed
10595,1115,2024-05-21,Home,Table Lamp,1,313.38,313.38,0,google_pay,completed
10596,1115,2024-06-28,Clothing,Hoodie,3,65.0,195.0,0,paypal,cancelled
10597,1115,2024-06-28,Home,Table Lamp,3,165.8,497.4,0,paypal,completed
10598,1115,2024-06-28,Books,The Great Novel,2,36.53,73.06,0,apple_pay,completed
10599,1116,2023-11-02,Beauty,Face Cream,1,93.6,93.6,0,apple_pay,completed
10600,1117,2023-10-27,Beauty,Perfume,1,24.52,24.52,2.09,credit_card,completed
10601,1117,2023-10-27,Electronics,Dell XPS,2,1472.99,2945.98,0,apple_pay,completed
10602,1117,2023-10-27,Books,Biography,3,12.75,38.25,0,apple_pay,completed
10603,1117,2023-10-27,Home,Air Purifier,2,47.95,95.9,5.98,apple_pay,completed
10604,1117,2024-11-17,Home,Bed Sheets,2,77.61,155.22,25.34,credit_card,completed
10605,1117,2024-11-17,Home,Table Lamp,3,61.24,183.72,0,credit_card,completed
10606,1117,2024-11-17,Electronics,MacBook Pro,2,1344.83,2689.66,0,credit_card,completed
10607,1117,2024-11-17,Electronics,Sony Headphones,2,389.22,778.44,0,google_pay,completed
10608,1120,2024-12-26,Home,Air Purifier,2,181.4,362.8,19.95,paypal,completed
10609,1120,2024-12-22,Books,Self Help Book,2,32.69,65.38,0,google_pay,completed
10610,1120,2024-12-22,Beauty,Nail Polish,3,40.91,122.73,14.81,credit_card,completed
10611,1122,2023-05-07,Clothing,Running Shoes,2,92.86,185.72,34.67,credit_card,completed
10612,1122,2023-05-07,Sports,Yoga Mat,3,143.4,430.2,0,paypal,completed
